Sales Person,Country,Product,Date,Amount,Boxes Shipped
Jan Morforth,UK,Organic Choco Syrup,13-Jan-22,"$4,340 ",597
Camilla Castle,New Zealand,White Choc,16-May-22,"$2,653 ",38
Dennison Crosswaite,Canada,Mint Chip Choco,11-Mar-22,"$5,929 ",63
Ches Bonnell,Canada,Raspberry Choco,4-May-22,$210 ,236
Brien Boise,Australia,70% Dark Bites,24-May-22,"$12,173 ",121
Camilla Castle,Australia,Choco Coated Almonds,17-Jun-22,"$8,393 ",406
Madelene Upcott,New Zealand,Baker's Choco Chips,4-Jul-22,"$1,288 ",217
Dennison Crosswaite,India,Orange Choco,2-May-22,"$6,965 ",116
Gunar Cockshoot,UK,Smooth Sliky Salty,29-Jun-22,"$1,358 ",356
Mallorie Waber,UK,50% Dark Bites,19-Apr-22,"$2,275 ",136
Karlen McCaffrey,India,85% Dark Bars,7-Mar-22,"$15,652 ",438
Barr Faughny,Canada,White Choc,22-Aug-22,"$1,085 ",174
Jehu Rudeforth,USA,Baker's Choco Chips,2-Aug-22,"$5,621 ",21
Kelci Walkden,India,70% Dark Bites,25-Aug-22,"$5,271 ",272
Ches Bonnell,New Zealand,Orange Choco,16-Jun-22,"$3,836 ",207
Ches Bonnell,India,Peanut Butter Cubes,5-May-22,"$7,924 ",145
Mallorie Waber,New Zealand,99% Dark & Pure,5-Jul-22,"$5,810 ",420
Brien Boise,Australia,Spicy Special Slims,20-Jun-22,"$8,673 ",430
Jehu Rudeforth,USA,Almond Choco,17-Jun-22,"$16,569 ",229
Oby Sorrel,Australia,Orange Choco,8-Apr-22,"$6,930 ",220
Oby Sorrel,Australia,Spicy Special Slims,13-Apr-22,"$9,737 ",13
Husein Augar,USA,Milk Bars,12-Jul-22,$700 ,275
Roddy Speechley,India,After Nines,5-May-22,"$1,953 ",7
Madelene Upcott,USA,Fruit & Nut Bars,10-May-22,"$3,164 ",41
Barr Faughny,India,Drinking Coco,3-Jan-22,"$8,617 ",303
Brien Boise,Canada,Caramel Stuffed Bars,7-Jan-22,"$9,324 ",273
Wilone O'Kielt,Australia,Drinking Coco,16-Mar-22,"$10,171 ",203
Curtice Advani,New Zealand,White Choc,6-Jul-22,"$8,491 ",24
Van Tuxwell,Australia,99% Dark & Pure,13-Jun-22,"$1,666 ",154
Jan Morforth,UK,Mint Chip Choco,7-Jun-22,"$4,557 ",204
Dotty Strutley,India,Caramel Stuffed Bars,22-Feb-22,"$14,798 ",282
Camilla Castle,Canada,Raspberry Choco,18-May-22,"$3,654 ",244
Barr Faughny,USA,White Choc,17-Jun-22,"$4,830 ",180
Barr Faughny,New Zealand,After Nines,5-May-22,"$2,674 ",495
Rafaelita Blaksland,Canada,70% Dark Bites,27-Jun-22,"$3,563 ",228
Van Tuxwell,USA,Orange Choco,5-Aug-22,"$15,491 ",166
Kaine Padly,USA,Eclairs,14-Apr-22,"$1,015 ",118
Kelci Walkden,New Zealand,99% Dark & Pure,4-Jul-22,"$2,163 ",6
Husein Augar,USA,85% Dark Bars,8-Apr-22,"$10,794 ",222
Roddy Speechley,India,70% Dark Bites,16-Mar-22,$637 ,256
Curtice Advani,New Zealand,Mint Chip Choco,10-Jan-22,"$1,218 ",99
Karlen McCaffrey,New Zealand,Eclairs,19-Jan-22,"$6,034 ",3
Gunar Cockshoot,India,Almond Choco,18-May-22,"$2,660 ",371
Andria Kimpton,Australia,Baker's Choco Chips,3-Aug-22,"$2,611 ",368
Andria Kimpton,UK,After Nines,1-Feb-22,"$3,745 ",90
Dennison Crosswaite,India,Baker's Choco Chips,5-Jan-22,"$7,007 ",228
Andria Kimpton,India,Caramel Stuffed Bars,23-May-22,"$8,169 ",172
Wilone O'Kielt,USA,Orange Choco,24-Jan-22,"$5,558 ",210
Gunar Cockshoot,India,Raspberry Choco,17-Jun-22,"$8,183 ",163
Gunar Cockshoot,USA,Organic Choco Syrup,15-Aug-22,"$8,225 ",410
Karlen McCaffrey,India,Caramel Stuffed Bars,23-Jun-22,"$4,522 ",591
Gigi Bohling,India,99% Dark & Pure,12-Apr-22,$749 ,322
Oby Sorrel,India,Drinking Coco,18-Jan-22,"$12,992 ",254
Marney O'Breen,Australia,Drinking Coco,18-Jul-22,"$2,919 ",203
Gigi Bohling,USA,70% Dark Bites,29-Jun-22,"$4,690 ",239
Barr Faughny,USA,White Choc,5-Jan-22,"$9,870 ",65
Madelene Upcott,USA,99% Dark & Pure,31-May-22,"$8,680 ",10
Dennison Crosswaite,USA,Smooth Sliky Salty,23-May-22,"$2,149 ",482
Barr Faughny,India,Smooth Sliky Salty,9-Mar-22,"$1,561 ",186
Wilone O'Kielt,New Zealand,Eclairs,22-Feb-22,"$3,857 ",232
Karlen McCaffrey,India,Eclairs,21-Mar-22,"$5,740 ",91
Brien Boise,India,85% Dark Bars,10-Mar-22,"$6,020 ",16
Wilone O'Kielt,Canada,Choco Coated Almonds,10-Jun-22,"$6,111 ",260
Camilla Castle,Australia,Smooth Sliky Salty,24-Feb-22,"$3,906 ",309
Andria Kimpton,New Zealand,Raspberry Choco,28-Jun-22,"$6,769 ",597
Kelci Walkden,USA,Milk Bars,10-May-22,"$6,559 ",132
Jehu Rudeforth,UK,Baker's Choco Chips,10-Feb-22,"$9,989 ",169
Kaine Padly,New Zealand,Manuka Honey Choco,2-Aug-22,$854 ,149
Kelci Walkden,India,50% Dark Bites,13-Jan-22,"$6,790 ",433
Husein Augar,Canada,Organic Choco Syrup,14-Feb-22,"$7,483 ",418
Mallorie Waber,Canada,After Nines,11-Mar-22,"$9,625 ",377
Kaine Padly,New Zealand,85% Dark Bars,6-Apr-22,"$10,577 ",87
Roddy Speechley,USA,Spicy Special Slims,14-Jan-22,$329 ,71
Dennison Crosswaite,UK,85% Dark Bars,20-Jun-22,"$7,882 ",142
Ches Bonnell,India,Orange Choco,9-May-22,"$2,863 ",20
Camilla Castle,Canada,Organic Choco Syrup,3-Jan-22,"$6,867 ",299
Beverie Moffet,UK,Drinking Coco,12-Jul-22,"$5,229 ",56
Van Tuxwell,India,85% Dark Bars,12-Apr-22,$840 ,281
Karlen McCaffrey,New Zealand,50% Dark Bites,28-Jan-22,"$8,491 ",166
Rafaelita Blaksland,India,Raspberry Choco,13-Jan-22,"$2,058 ",468
Gunar Cockshoot,USA,Manuka Honey Choco,30-Jun-22,"$2,296 ",156
Mallorie Waber,Australia,Baker's Choco Chips,25-Aug-22,"$1,960 ",339
Marney O'Breen,Canada,Fruit & Nut Bars,28-Jul-22,"$9,765 ",495
Rafaelita Blaksland,UK,Manuka Honey Choco,27-Jan-22,"$6,384 ",323
Husein Augar,India,Choco Coated Almonds,2-May-22,"$6,769 ",182
Van Tuxwell,UK,Spicy Special Slims,24-Feb-22,"$12,586 ",30
Van Tuxwell,USA,Spicy Special Slims,23-Aug-22,"$6,321 ",311
Dennison Crosswaite,USA,85% Dark Bars,18-Feb-22,"$8,400 ",300
Gunar Cockshoot,Australia,Baker's Choco Chips,15-Aug-22,$28 ,80
Van Tuxwell,UK,50% Dark Bites,22-Aug-22,"$7,560 ",117
Ches Bonnell,India,99% Dark & Pure,9-Jun-22,"$8,204 ",47
Jehu Rudeforth,Canada,Organic Choco Syrup,4-Aug-22,"$1,638 ",241
Kelci Walkden,USA,Organic Choco Syrup,6-May-22,"$1,085 ",447
Jan Morforth,USA,99% Dark & Pure,24-Aug-22,$945 ,195
Kelci Walkden,Canada,Peanut Butter Cubes,29-Jun-22,"$6,972 ",333
Andria Kimpton,USA,Caramel Stuffed Bars,15-Aug-22,"$9,492 ",227
Kaine Padly,New Zealand,85% Dark Bars,22-Aug-22,"$7,231 ",145
Mallorie Waber,Australia,Organic Choco Syrup,11-Aug-22,"$1,547 ",162
Karlen McCaffrey,New Zealand,Caramel Stuffed Bars,1-Jul-22,"$7,014 ",352
Camilla Castle,India,White Choc,14-Jan-22,"$12,656 ",70
Marney O'Breen,UK,Raspberry Choco,8-Jun-22,"$5,320 ",317
Dennison Crosswaite,New Zealand,Orange Choco,13-Jul-22,"$8,883 ",51
Kaine Padly,Canada,85% Dark Bars,27-Jul-22,"$4,053 ",261
Kelci Walkden,Canada,Peanut Butter Cubes,27-Jul-22,"$9,744 ",341
Andria Kimpton,UK,Peanut Butter Cubes,1-Mar-22,"$8,337 ",144
Andria Kimpton,USA,50% Dark Bites,17-Jan-22,"$3,507 ",212
Gunar Cockshoot,New Zealand,Manuka Honey Choco,22-Apr-22,"$2,527 ",163
Gigi Bohling,USA,Fruit & Nut Bars,28-Jun-22,"$3,346 ",410
Barr Faughny,New Zealand,Peanut Butter Cubes,8-Jun-22,"$1,393 ",47
Gigi Bohling,USA,After Nines,13-Jul-22,"$6,993 ",430
Husein Augar,New Zealand,Mint Chip Choco,8-Apr-22,"$6,566 ",272
Gunar Cockshoot,Canada,Fruit & Nut Bars,3-Aug-22,"$8,204 ",120
Beverie Moffet,UK,85% Dark Bars,28-Jul-22,"$5,474 ",126
Beverie Moffet,India,Baker's Choco Chips,7-Jan-22,"$5,502 ",78
Mallorie Waber,Canada,Organic Choco Syrup,25-Apr-22,$420 ,67
Madelene Upcott,New Zealand,Baker's Choco Chips,30-Mar-22,"$5,593 ",107
Jehu Rudeforth,Canada,50% Dark Bites,21-Apr-22,"$2,996 ",421
Brien Boise,India,Smooth Sliky Salty,29-Apr-22,"$3,346 ",175
Jan Morforth,New Zealand,85% Dark Bars,18-Mar-22,"$5,614 ",301
Barr Faughny,Canada,Raspberry Choco,21-Feb-22,$483 ,33
Kelci Walkden,New Zealand,Raspberry Choco,26-Aug-22,"$8,190 ",313
Gigi Bohling,Australia,99% Dark & Pure,3-May-22,"$12,488 ",83
Jehu Rudeforth,India,50% Dark Bites,3-Jun-22,"$4,326 ",250
Camilla Castle,Canada,Almond Choco,11-Aug-22,"$8,771 ",249
Camilla Castle,India,Fruit & Nut Bars,29-Apr-22,"$1,505 ",438
Brien Boise,UK,White Choc,14-Jun-22,"$7,602 ",72
Camilla Castle,New Zealand,Almond Choco,31-Mar-22,"$4,137 ",254
Husein Augar,USA,Drinking Coco,28-Jun-22,"$7,742 ",115
Curtice Advani,India,Baker's Choco Chips,12-Apr-22,"$3,178 ",314
Gunar Cockshoot,UK,Fruit & Nut Bars,7-Jun-22,"$3,619 ",125
Dennison Crosswaite,India,Eclairs,17-Jan-22,"$7,952 ",288
Van Tuxwell,USA,50% Dark Bites,11-Jan-22,"$1,547 ",3
Husein Augar,UK,Choco Coated Almonds,23-Jun-22,"$1,470 ",48
Wilone O'Kielt,Canada,Raspberry Choco,31-Jan-22,$469 ,408
Husein Augar,Australia,Drinking Coco,24-Aug-22,"$3,696 ",430
Mallorie Waber,India,50% Dark Bites,17-Mar-22,"$4,151 ",57
Beverie Moffet,Australia,Organic Choco Syrup,4-Jul-22,"$12,558 ",252
Roddy Speechley,New Zealand,Fruit & Nut Bars,17-Aug-22,"$5,642 ",95
Ches Bonnell,Canada,Fruit & Nut Bars,22-Aug-22,"$2,660 ",334
Barr Faughny,India,After Nines,3-Aug-22,"$8,995 ",91
Kelci Walkden,Canada,Choco Coated Almonds,19-Jan-22,"$7,273 ",88
Jehu Rudeforth,India,White Choc,23-May-22,"$4,466 ",409
Andria Kimpton,UK,Almond Choco,12-Jan-22,"$10,990 ",39
Kaine Padly,New Zealand,Choco Coated Almonds,4-Apr-22,"$4,214 ",147
Ches Bonnell,USA,Manuka Honey Choco,5-Jul-22,"$1,274 ",78
Gigi Bohling,India,After Nines,3-May-22,$609 ,145
Roddy Speechley,Australia,Almond Choco,28-Jun-22,"$7,007 ",387
Jehu Rudeforth,Canada,Choco Coated Almonds,11-Aug-22,"$7,980 ",341
Wilone O'Kielt,New Zealand,99% Dark & Pure,5-May-22,$574 ,272
Jehu Rudeforth,Canada,Orange Choco,11-Jul-22,"$9,100 ",96
Jan Morforth,Australia,Milk Bars,27-Apr-22,$84 ,100
Dennison Crosswaite,UK,White Choc,5-Jan-22,"$5,250 ",177
Husein Augar,India,Milk Bars,14-Apr-22,"$1,666 ",213
Mallorie Waber,UK,70% Dark Bites,24-Jun-22,"$12,558 ",55
Rafaelita Blaksland,New Zealand,70% Dark Bites,19-Jul-22,"$1,162 ",282
Beverie Moffet,New Zealand,99% Dark & Pure,22-Aug-22,"$6,013 ",475
Ches Bonnell,USA,70% Dark Bites,23-Aug-22,$252 ,145
Dennison Crosswaite,New Zealand,Baker's Choco Chips,16-Mar-22,"$11,550 ",187
Curtice Advani,UK,Peanut Butter Cubes,21-Apr-22,"$13,503 ",82
Marney O'Breen,New Zealand,Baker's Choco Chips,21-Mar-22,"$5,271 ",142
Mallorie Waber,India,Fruit & Nut Bars,18-May-22,"$6,328 ",125
Marney O'Breen,Canada,Drinking Coco,18-Jan-22,"$8,659 ",351
Curtice Advani,New Zealand,Orange Choco,10-Feb-22,"$10,983 ",520
Kelci Walkden,New Zealand,85% Dark Bars,9-May-22,"$8,428 ",12
Beverie Moffet,New Zealand,Orange Choco,10-Jun-22,"$1,512 ",323
Van Tuxwell,USA,Fruit & Nut Bars,15-Apr-22,"$2,660 ",320
Jan Morforth,Canada,Choco Coated Almonds,16-Mar-22,"$3,087 ",282
Wilone O'Kielt,USA,Almond Choco,18-May-22,"$2,681 ",508
Brien Boise,UK,99% Dark & Pure,7-Jun-22,"$6,979 ",321
Curtice Advani,India,Smooth Sliky Salty,11-Jan-22,"$2,191 ",457
Roddy Speechley,Canada,White Choc,2-Mar-22,"$9,037 ",276
Jehu Rudeforth,UK,Baker's Choco Chips,8-Mar-22,"$7,490 ",419
Wilone O'Kielt,Australia,Peanut Butter Cubes,4-Jul-22,$784 ,43
Dotty Strutley,India,Eclairs,23-Mar-22,"$1,267 ",344
Ches Bonnell,USA,Manuka Honey Choco,16-Feb-22,"$5,012 ",32
Kelci Walkden,USA,Choco Coated Almonds,14-Jan-22,"$13,573 ",168
Madelene Upcott,UK,White Choc,12-Apr-22,"$10,185 ",468
Van Tuxwell,India,Orange Choco,10-Jan-22,$84 ,591
Andria Kimpton,USA,70% Dark Bites,21-Feb-22,"$9,989 ",45
Husein Augar,Canada,Smooth Sliky Salty,3-Jun-22,"$7,287 ",390
Brien Boise,Australia,Baker's Choco Chips,1-Apr-22,"$5,887 ",3
Gigi Bohling,Australia,Spicy Special Slims,25-Apr-22,"$9,989 ",482
Roddy Speechley,India,Orange Choco,5-Apr-22,"$7,154 ",329
Barr Faughny,New Zealand,Milk Bars,16-Jun-22,"$5,243 ",438
Madelene Upcott,UK,Choco Coated Almonds,22-Jun-22,"$8,526 ",421
Ches Bonnell,USA,Baker's Choco Chips,28-Jan-22,"$2,058 ",368
Van Tuxwell,Australia,Mint Chip Choco,1-Jul-22,"$8,603 ",144
Beverie Moffet,Canada,Eclairs,11-May-22,"$18,032 ",339
Kaine Padly,New Zealand,Manuka Honey Choco,25-Feb-22,"$8,225 ",256
Dennison Crosswaite,Australia,After Nines,24-Mar-22,"$13,727 ",158
Wilone O'Kielt,UK,Choco Coated Almonds,22-Mar-22,"$1,316 ",518
Ches Bonnell,New Zealand,Orange Choco,15-Feb-22,"$8,659 ",123
Jan Morforth,UK,Raspberry Choco,16-May-22,"$2,702 ",100
Rafaelita Blaksland,Australia,Manuka Honey Choco,11-Mar-22,"$8,064 ",162
Kelci Walkden,India,Caramel Stuffed Bars,14-Jan-22,"$5,670 ",406
Dennison Crosswaite,India,Orange Choco,8-Jul-22,"$8,981 ",166
Curtice Advani,UK,70% Dark Bites,24-Jun-22,"$18,032 ",282
Brien Boise,USA,After Nines,31-Jan-22,"$7,462 ",97
Marney O'Breen,New Zealand,Choco Coated Almonds,15-Aug-22,"$14,525 ",65
Jehu Rudeforth,Canada,Eclairs,3-Mar-22,"$8,099 ",438
Kaine Padly,India,Orange Choco,10-Mar-22,"$5,404 ",408
Gunar Cockshoot,Australia,Eclairs,27-Apr-22,"$2,674 ",62
Curtice Advani,USA,Manuka Honey Choco,14-Apr-22,"$2,471 ",250
Barr Faughny,Canada,Eclairs,22-Jul-22,"$6,706 ",411
Barr Faughny,UK,Organic Choco Syrup,25-Jan-22,"$5,502 ",246
Dotty Strutley,New Zealand,Baker's Choco Chips,14-Apr-22,"$9,989 ",35
Wilone O'Kielt,Canada,Mint Chip Choco,27-Apr-22,"$8,428 ",77
Dotty Strutley,Australia,Almond Choco,30-Jun-22,"$6,811 ",45
Kelci Walkden,India,Drinking Coco,24-Jun-22,"$2,702 ",178
Roddy Speechley,New Zealand,Choco Coated Almonds,23-Feb-22,$574 ,708
Curtice Advani,UK,Organic Choco Syrup,25-May-22,"$2,919 ",186
Dotty Strutley,India,Peanut Butter Cubes,18-Aug-22,"$7,350 ",258
Gigi Bohling,Canada,Milk Bars,18-Aug-22,"$7,140 ",154
Curtice Advani,India,70% Dark Bites,31-May-22,"$6,790 ",54
Curtice Advani,Canada,Drinking Coco,20-Jan-22,"$9,954 ",5
Kaine Padly,Canada,Organic Choco Syrup,29-Apr-22,"$5,124 ",432
Rafaelita Blaksland,Canada,Organic Choco Syrup,31-Aug-22,"$4,053 ",217
Gigi Bohling,Canada,Organic Choco Syrup,5-Jan-22,"$2,415 ",212
Camilla Castle,New Zealand,After Nines,3-Mar-22,"$4,592 ",330
Ches Bonnell,UK,99% Dark & Pure,30-Aug-22,"$12,313 ",358
Beverie Moffet,Australia,70% Dark Bites,11-Apr-22,"$1,715 ",101
Oby Sorrel,Canada,White Choc,14-Jan-22,"$1,260 ",204
Rafaelita Blaksland,Australia,Mint Chip Choco,9-Feb-22,$77 ,269
Jehu Rudeforth,India,Drinking Coco,19-Jan-22,"$1,043 ",105
Brien Boise,India,Orange Choco,19-Jan-22,"$6,475 ",103
Roddy Speechley,Australia,Organic Choco Syrup,17-Jun-22,"$5,663 ",102
Ches Bonnell,Canada,70% Dark Bites,2-Mar-22,$623 ,85
Wilone O'Kielt,Canada,Eclairs,21-Jan-22,"$1,876 ",158
Camilla Castle,India,Choco Coated Almonds,28-Jan-22,"$6,090 ",93
Van Tuxwell,Australia,50% Dark Bites,7-Jul-22,"$7,595 ",109
Camilla Castle,USA,Manuka Honey Choco,24-Mar-22,"$5,075 ",190
Jan Morforth,India,85% Dark Bars,8-Feb-22,"$1,043 ",194
Mallorie Waber,UK,Smooth Sliky Salty,11-Apr-22,"$3,745 ",411
Dotty Strutley,UK,Spicy Special Slims,15-Jun-22,"$13,573 ",41
Karlen McCaffrey,New Zealand,Orange Choco,31-Jan-22,"$6,944 ",434
Kaine Padly,USA,70% Dark Bites,30-Jun-22,"$12,558 ",229
Barr Faughny,New Zealand,Choco Coated Almonds,25-Aug-22,"$6,090 ",168
Curtice Advani,Australia,Orange Choco,9-Jun-22,"$4,641 ",167
Oby Sorrel,Australia,Milk Bars,21-Jul-22,"$8,225 ",282
Dennison Crosswaite,India,Drinking Coco,30-Mar-22,$161 ,380
Jehu Rudeforth,India,99% Dark & Pure,25-Mar-22,"$16,793 ",330
Wilone O'Kielt,Australia,Eclairs,15-Feb-22,$994 ,109
Dotty Strutley,India,Eclairs,2-Mar-22,"$2,786 ",112
Jehu Rudeforth,USA,Eclairs,17-Jan-22,"$7,952 ",34
Wilone O'Kielt,UK,Mint Chip Choco,11-Mar-22,$784 ,307
Rafaelita Blaksland,New Zealand,After Nines,22-Jul-22,$693 ,215
Ches Bonnell,Australia,85% Dark Bars,5-May-22,"$10,185 ",259
Curtice Advani,UK,85% Dark Bars,21-Feb-22,"$11,298 ",317
Gunar Cockshoot,UK,Baker's Choco Chips,1-Aug-22,"$5,677 ",140
Husein Augar,New Zealand,Smooth Sliky Salty,1-Jul-22,"$6,510 ",408
Roddy Speechley,Canada,70% Dark Bites,31-Jan-22,"$2,688 ",416
Roddy Speechley,India,Almond Choco,21-Jul-22,"$1,351 ",488
Kelci Walkden,USA,Raspberry Choco,4-Mar-22,"$4,200 ",170
Ches Bonnell,Australia,Raspberry Choco,1-Apr-22,"$7,560 ",43
Jan Morforth,Canada,Drinking Coco,30-Mar-22,"$6,307 ",53
Andria Kimpton,India,Manuka Honey Choco,28-Jan-22,"$10,213 ",254
Gigi Bohling,New Zealand,50% Dark Bites,23-Jun-22,"$7,294 ",163
Mallorie Waber,Australia,Mint Chip Choco,24-Feb-22,"$2,331 ",72
Jehu Rudeforth,UK,Smooth Sliky Salty,26-Apr-22,"$18,032 ",172
Husein Augar,Canada,Caramel Stuffed Bars,17-Aug-22,"$3,003 ",188
Karlen McCaffrey,India,Manuka Honey Choco,11-Jul-22,"$4,291 ",282
Husein Augar,Australia,99% Dark & Pure,7-Feb-22,"$5,873 ",289
Kelci Walkden,India,Peanut Butter Cubes,27-Jul-22,"$4,382 ",75
Camilla Castle,New Zealand,Choco Coated Almonds,27-Jul-22,"$3,752 ",410
Beverie Moffet,USA,Peanut Butter Cubes,13-Jul-22,"$6,321 ",131
Karlen McCaffrey,New Zealand,Manuka Honey Choco,2-Jun-22,"$2,807 ",303
Jan Morforth,India,Fruit & Nut Bars,18-Apr-22,"$2,485 ",294
Oby Sorrel,India,Baker's Choco Chips,28-Jan-22,"$2,807 ",162
Madelene Upcott,Canada,Drinking Coco,15-Jul-22,"$1,232 ",29
Jehu Rudeforth,USA,99% Dark & Pure,25-Mar-22,"$7,231 ",403
Jan Morforth,USA,Baker's Choco Chips,16-May-22,"$6,986 ",159
Camilla Castle,Canada,Mint Chip Choco,24-Mar-22,"$18,340 ",305
Gigi Bohling,Canada,85% Dark Bars,25-Apr-22,"$9,765 ",289
Roddy Speechley,New Zealand,Baker's Choco Chips,26-Aug-22,"$10,647 ",126
Gigi Bohling,USA,Peanut Butter Cubes,24-Jan-22,"$7,196 ",202
Ches Bonnell,Canada,Peanut Butter Cubes,31-Jan-22,"$1,267 ",322
Kelci Walkden,Canada,Manuka Honey Choco,4-Jan-22,$623 ,158
Madelene Upcott,Australia,Spicy Special Slims,30-Jun-22,$973 ,216
Jehu Rudeforth,USA,Spicy Special Slims,27-May-22,"$4,396 ",410
Kaine Padly,USA,Fruit & Nut Bars,11-May-22,$161 ,9
Roddy Speechley,Canada,Smooth Sliky Salty,10-Feb-22,"$5,194 ",353
Jehu Rudeforth,USA,Choco Coated Almonds,27-Jun-22,"$6,986 ",76
Gigi Bohling,Australia,Fruit & Nut Bars,15-Feb-22,"$1,827 ",262
Wilone O'Kielt,UK,White Choc,16-May-22,"$7,252 ",207
Dennison Crosswaite,New Zealand,Smooth Sliky Salty,11-May-22,"$3,703 ",78
Roddy Speechley,New Zealand,Peanut Butter Cubes,26-Jul-22,"$12,481 ",39
Brien Boise,UK,85% Dark Bars,9-Jun-22,"$12,481 ",83
Dotty Strutley,USA,99% Dark & Pure,24-Aug-22,"$9,310 ",189
Gunar Cockshoot,UK,50% Dark Bites,4-Apr-22,"$4,018 ",413
Jan Morforth,Canada,Drinking Coco,27-Jun-22,"$8,029 ",273
Madelene Upcott,India,85% Dark Bars,27-Jul-22,"$5,334 ",318
Ches Bonnell,UK,After Nines,23-Jun-22,"$12,488 ",68
Dotty Strutley,India,70% Dark Bites,28-Apr-22,"$5,621 ",286
Marney O'Breen,Australia,85% Dark Bars,10-Jan-22,"$6,657 ",18
Rafaelita Blaksland,New Zealand,85% Dark Bars,21-Feb-22,$469 ,262
Kaine Padly,USA,Eclairs,14-Jan-22,"$11,319 ",251
Rafaelita Blaksland,Canada,Spicy Special Slims,16-Jun-22,"$1,666 ",316
Jehu Rudeforth,UK,Organic Choco Syrup,16-Jun-22,"$6,818 ",402
Mallorie Waber,UK,Mint Chip Choco,2-Aug-22,"$6,615 ",213
Roddy Speechley,Australia,White Choc,18-Jan-22,"$6,657 ",184
Ches Bonnell,India,Caramel Stuffed Bars,7-Feb-22,"$3,528 ",106
Husein Augar,New Zealand,Eclairs,16-Aug-22,"$12,026 ",316
Van Tuxwell,India,After Nines,22-Mar-22,"$5,964 ",33
Barr Faughny,India,White Choc,24-Aug-22,"$1,267 ",413
Beverie Moffet,New Zealand,Drinking Coco,28-Mar-22,"$3,857 ",246
Dennison Crosswaite,Australia,70% Dark Bites,5-May-22,"$4,802 ",198
Jehu Rudeforth,New Zealand,Organic Choco Syrup,9-May-22,"$8,589 ",284
Mallorie Waber,Canada,99% Dark & Pure,31-May-22,$609 ,259
Husein Augar,UK,Baker's Choco Chips,31-May-22,"$4,270 ",97
Andria Kimpton,USA,White Choc,1-Mar-22,$889 ,289
Ches Bonnell,USA,Eclairs,31-Jan-22,$329 ,85
Curtice Advani,Canada,Caramel Stuffed Bars,8-Apr-22,"$14,798 ",293
Kaine Padly,India,Milk Bars,29-Apr-22,$7 ,115
Roddy Speechley,India,Smooth Sliky Salty,27-May-22,"$17,626 ",241
Wilone O'Kielt,Canada,70% Dark Bites,21-Jan-22,"$9,114 ",179
Karlen McCaffrey,India,50% Dark Bites,16-May-22,"$3,115 ",78
Wilone O'Kielt,Australia,Drinking Coco,19-Aug-22,"$2,471 ",239
Curtice Advani,Canada,Smooth Sliky Salty,2-May-22,$581 ,313
Gigi Bohling,Canada,Choco Coated Almonds,14-Jan-22,"$6,167 ",63
Dotty Strutley,India,Eclairs,11-Apr-22,"$2,296 ",288
Marney O'Breen,UK,Fruit & Nut Bars,4-Mar-22,"$16,016 ",199
Roddy Speechley,USA,50% Dark Bites,12-Aug-22,"$2,100 ",265
Wilone O'Kielt,India,Caramel Stuffed Bars,10-Feb-22,"$10,969 ",173
Madelene Upcott,New Zealand,Orange Choco,20-Jul-22,$630 ,140
Brien Boise,Canada,Orange Choco,18-Aug-22,"$5,061 ",150
Andria Kimpton,UK,Drinking Coco,4-Apr-22,$371 ,89
Dennison Crosswaite,Canada,Orange Choco,19-May-22,"$16,569 ",236
Kaine Padly,New Zealand,Caramel Stuffed Bars,18-Feb-22,"$1,463 ",239
Jehu Rudeforth,New Zealand,Orange Choco,23-May-22,"$7,483 ",91
Kelci Walkden,UK,Smooth Sliky Salty,8-Jun-22,"$8,904 ",87
Karlen McCaffrey,Australia,Fruit & Nut Bars,24-Jan-22,"$1,876 ",41
Jan Morforth,Canada,Manuka Honey Choco,19-Jul-22,"$3,556 ",2
Karlen McCaffrey,Canada,99% Dark & Pure,3-Jun-22,"$2,156 ",351
Husein Augar,New Zealand,70% Dark Bites,25-Mar-22,"$9,422 ",129
Andria Kimpton,Australia,Peanut Butter Cubes,3-Feb-22,"$5,894 ",179
Gigi Bohling,New Zealand,Choco Coated Almonds,13-Jun-22,"$2,303 ",508
Mallorie Waber,USA,85% Dark Bars,26-Apr-22,"$14,028 ",314
Oby Sorrel,Australia,Fruit & Nut Bars,24-May-22,"$1,953 ",333
Madelene Upcott,New Zealand,Choco Coated Almonds,1-Jun-22,"$5,250 ",276
Jan Morforth,New Zealand,Peanut Butter Cubes,8-Jun-22,"$1,064 ",66
Brien Boise,Canada,Mint Chip Choco,20-Jun-22,"$3,122 ",416
Kelci Walkden,Canada,Fruit & Nut Bars,21-Jan-22,"$11,564 ",169
Van Tuxwell,Canada,Almond Choco,3-Feb-22,"$4,256 ",110
Gunar Cockshoot,Australia,Drinking Coco,23-May-22,"$6,524 ",110
Oby Sorrel,UK,Smooth Sliky Salty,10-Feb-22,"$5,908 ",148
Jan Morforth,USA,Caramel Stuffed Bars,16-Feb-22,"$8,029 ",12
Mallorie Waber,Canada,Orange Choco,25-Jul-22,$602 ,268
Rafaelita Blaksland,USA,Fruit & Nut Bars,29-Jul-22,"$2,275 ",109
Wilone O'Kielt,Canada,70% Dark Bites,4-Mar-22,"$5,978 ",42
Gunar Cockshoot,Canada,Spicy Special Slims,25-Aug-22,"$10,199 ",153
Jehu Rudeforth,India,Smooth Sliky Salty,22-Aug-22,$77 ,108
Oby Sorrel,India,50% Dark Bites,27-Apr-22,"$7,742 ",353
